Name Math Java DS Average Total
张三4288 99 100 95 98 294
张三5973 89 86 72 82 247
张三8398 62 82 65 69 209
张三4506 73 98 67 79 238
张三9877 70 96 100 88 266
张三6524 94 82 69 81 245
张三5067 87 79 67 77 233
张三9783 79 64 77 73 220
张三3638 94 61 99 84 254
张三673 98 85 70 84 253
张三1245 93 80 99 90 272
张三1623 97 94 85 92 276
张三3145 72 62 93 75 227
张三7743 81 76 84 80 241
张三6014 68 60 94 74 222
张三1234 90 91 86 89 267
张三7683 68 94 83 81 245
张三4517 65 95 66 75 226
张三7021 80 67 66 71 213
张三5547 67 97 67 77 231
张三8689 72 96 85 84 253
张三1316 72 71 100 81 243
张三9998 62 75 81 72 218
张三7998 61 97 92 83 250
张三9593 85 93 92 90 270
张三8724 76 61 76 71 213
张三187 79 94 81 84 254
张三2463 64 91 66 73 221
张三83 97 66 63 75 226
张三9984 60 68 66 64 194
张三688 100 96 90 95 286
张三5364 82 65 76 74 223
张三9779 61 77 96 78 234
张三4055 71 62 62 65 195
张三2708 94 88 73 85 255
张三930 75 77 64 72 216
张三6316 74 78 69 73 221
张三4342 84 77 89 83 250
张三2737 72 82 97 83 251
张三4631 87 78 94 86 259
张三2855 81 94 71 82 246
张三8079 83 62 94 79 239
张三1629 89 81 97 89 267
张三9774 60 82 72 71 214
张三9996 61 97 92 83 250
张三1378 61 87 73 73 221
张三606 70 94 71 78 235
张三2256 85 88 91 88 264
张三7104 63 86 61 70 210
张三4953 80 98 71 83 249
张三9168 84 83 86 84 253
张三8495 95 93 77 88 265
张三8064 82 64 82 76 228
张三5490 86 82 90 86 258
张三9917 79 95 97 90 271
张三1506 69 64 96 76 229
张三6432 92 100 75 89 267
张三7698 64 93 64 73 221
张三5302 60 90 68 72 218
张三163 90 86 84 86 260
张三5012 100 76 68 81 244
张三2012 83 76 83 80 242
张三1276 96 77 65 79 238
张三6607 60 60 71 63 191
张三4840 64 100 90 84 254
张三2970 96 98 100 98 294
张三2859 79 100 94 91 273
张三6824 81 65 83 76 229
张三8591 75 70 73 72 218
张三3243 85 70 98 84 253
张三6626 86 88 97 90 271
张三9394 84 61 82 75 227
张三3384 80 67 87 78 234
张三8340 88 95 69 84 252
张三5100 85 94 68 82 247
张三7391 86 66 69 73 221
张三8025 73 61 86 73 220
张三6968 70 60 80 70 210
张三8071 80 98 91 89 269
张三8462 65 71 78 71 214
张三9636 73 79 76 76 228
张三2065 94 93 68 85 255
张三5811 88 80 71 79 239
张三8054 91 98 69 86 258
张三4724 69 98 79 82 246
张三7489 91 62 94 82 247
张三9224 72 80 96 82 248
张三819 72 96 93 87 261
张三9648 98 68 73 79 239
张三5371 83 68 82 77 233
张三1889 67 96 80 81 243
张三5175 92 84 63 79 239
张三5500 71 70 83 74 224
张三9143 97 95 95 95 287
张三9039 96 66 74 78 236
张三6034 71 99 83 84 253
张三2415 61 76 100 79 237
张三7218 83 84 97 88 264
张三8432 88 100 68 85 256
张三691 100 66 68 78 234
张三8275 62 89 62 71 213
张三2335 87 65 88 80 240
张三8153 61 85 88 78 234
张三2884 62 80 66 69 208
张三6840 72 80 66 72 218
张三1582 62 94 94 83 250
张三6322 69 85 75 76 229
张三11 82 87 85 84 254
张三293 71 74 86 77 231
张三2060 66 95 84 81 245
张三7720 90 70 94 84 254
张三8513 65 91 100 85 256
张三1193 68 63 67 66 198
张三7232 88 73 100 87 261
张三2320 81 70 82 77 233
张三2420 66 90 80 78 236
张三8844 89 73 69 77 231
张三8925 99 62 75 78 236
张三750 97 67 99 87 263
张三70 68 93 79 80 240
张三5078 66 100 87 84 253
张三9999 64 89 75 76 228
张三1648 90 68 60 72 218
张三3978 63 63 66 64 192
张三4459 80 69 84 77 233
张三2680 90 70 94 84 254
张三5951 60 79 60 66 199
张三8877 74 71 99 81 244
张三3890 95 86 73 84 254
张三7557 85 91 71 82 247
张三3081 79 99 66 81 244
张三2920 72 83 73 76 228
张三6640 84 81 77 80 242
张三8241 93 87 83 87 263
张三4060 66 91 64 73 221
张三7058 73 81 66 73 220
张三5785 99 88 63 83 250
张三6694 95 77 97 89 269
张三6530 89 98 73 86 260
张三7557 98 72 86 85 256
张三2063 78 69 80 75 227
张三4214 72 75 100 82 247
张三6687 79 97 80 85 256
张三6707 64 92 90 82 246
张三1139 91 92 80 87 263
张三3092 70 70 88 76 228
张三3135 82 71 86 79 239
张三6675 62 65 69 65 196
张三5292 65 97 70 77 232
张三3924 76 93 87 85 256
张三7649 83 67 79 76 229
张三1531 90 98 64 84 252
张三4509 83 89 73 81 245
张三3599 64 60 87 70 211
张三7851 84 64 68 72 216
张三2437 81 71 94 82 246
张三1996 77 95 83 85 255
张三8938 92 80 91 87 263
张三6808 75 74 92 80 241
张三1000 80 64 86 76 230
张三9102 93 87 81 87 261
张三1005 78 79 65 74 222
张三4533 61 92 82 78 235
张三5785 69 74 98 80 241
张三4658 75 84 87 82 246
张三5087 81 62 96 79 239
张三6412 65 74 68 69 207
张三7000 62 93 93 82 248
张三3731 94 96 66 85 256
张三1319 94 89 81 88 264
张三3531 94 90 75 86 259
张三4335 85 76 72 77 233
张三788 62 83 76 73 221
张三999 99 80 65 81 244
张三9932 92 60 72 74 224
张三2979 69 71 61 67 201
张三2282 88 81 60 76 229
张三3543 81 70 84 78 235
张三1769 61 68 74 67 203
张三2783 72 77 85 78 234
张三3639 79 64 92 78 235
张三9121 62 84 72 72 218
张三3394 79 60 79 72 218
张三5604 87 100 72 86 259
张三5677 66 86 62 71 214
张三1946 93 94 94 93 281
张三5340 81 77 80 79 238
张三5802 60 62 80 67 202
张三5417 95 84 92 90 271
张三9240 98 91 78 89 267
张三9228 72 71 75 72 218
张三8906 62 77 77 72 216
张三6334 72 85 76 77 233
张三843 92 71 65 76 228
张三4589 98 63 77 79 238
张三3443 97 80 89 88 266
张三2995 68 62 68 66 198
张三4513 83 98 90 90 271
张三2595 78 79 74 77 231
张三931 73 70 70 71 213
张三5133 96 88 76 86 260
张三1866 64 79 87 76 230
张三1705 92 100 68 86 260
张三9038 97 85 87 89 269
张三6124 93 89 100 94 282
张三9996 94 96 77 89 267
张三231 77 87 74 79 238
张三2895 73 80 75 76 228
张三878 74 95 100 89 269
张三3745 66 96 60 74 222
张三807 100 92 66 86 258
张三9595 80 79 63 74 222
张三8151 82 61 90 77 233
张三3658 93 89 62 81 244
张三1784 86 79 96 87 261
张三828 86 67 97 83 250
张三2259 98 96 76 90 270
张三4577 82 68 87 79 237
张三531 76 75 65 72 216
张三8705 83 60 60 67 203
张三9225 92 99 80 90 271
张三9920 67 81 67 71 215
张三3652 68 73 80 73 221
张三9729 83 62 86 77 231
张三2315 98 89 98 95 285
张三6607 83 100 84 89 267
张三9119 95 64 98 85 257
张三1936 89 96 60 81 245
张三2015 66 72 88 75 226
张三5669 66 79 98 81 243
张三5317 98 98 67 87 263
张三210 85 91 72 82 248
张三5398 75 60 67 67 202
张三3499 73 61 67 67 201
张三2005 72 78 99 83 249
张三4740 88 90 86 88 264
张三9922 64 80 74 72 218
张三8790 77 62 70 69 209
张三8189 89 64 69 74 222
张三7660 98 61 68 75 227
张三6633 96 98 72 88 266
张三115 85 85 78 82 248
张三1908 66 62 67 65 195
张三2846 62 82 68 70 212
张三7789 99 84 89 90 272
张三9190 73 79 61 71 213
张三6940 60 90 73 74 223
张三3878 69 73 63 68 205
张三3887 93 77 91 87 261
张三4787 81 64 72 72 217
张三1414 64 87 74 75 225
张三5166 66 77 86 76 229
张三5118 65 75 97 79 237
张三2322 83 80 88 83 251
张三3343 85 64 97 82 246
张三1237 92 84 69 81 245
张三2224 82 73 65 73 220
张三4096 99 96 75 90 270
张三8067 96 90 75 87 261
张三9194 72 77 95 81 244
张三1779 86 97 100 94 283
张三5212 91 76 100 89 267
张三2609 94 77 83 84 254
张三9328 94 72 88 84 254
张三875 63 63 68 64 194
张三143 85 78 93 85 256
张三1954 85 98 64 82 247
张三8905 73 92 64 76 229
张三6229 92 70 63 75 225
张三4982 86 68 60 71 214
张三2228 87 84 62 77 233
张三4109 68 93 64 75 225
张三2697 62 82 76 73 220
张三331 61 90 78 76 229
张三5801 63 64 66 64 193
张三5156 66 74 89 76 229
张三6214 67 74 63 68 204
张三9880 68 68 80 72 216
张三3302 75 67 68 70 210
张三9563 97 96 73 88 266
张三6134 87 63 77 75 227
张三9632 60 93 71 74 224
张三7548 79 75 67 73 221
张三8589 93 71 64 76 228
张三1994 60 72 68 66 200
张三2800 71 87 71 76 229
张三4386 70 90 73 77 233
张三1838 81 81 84 82 246
张三9686 65 96 64 75 225
张三5368 74 86 61 73 221
张三5448 71 86 70 75 227
张三5027 87 97 100 94 284
张三2048 76 92 66 78 234
张三7311 70 96 69 78 235
张三7826 94 75 89 86 258
张三5909 73 100 98 90 271
张三8867 70 84 80 78 234
张三4485 84 75 64 74 223
张三5650 80 64 84 76 228
张三3376 93 100 94 95 287
张三1291 73 93 68 78 234
张三6180 65 73 64 67 202
张三8596 98 77 81 85 256
张三4716 98 63 88 83 249
张三5668 75 62 72 69 209
张三3331 70 80 91 80 241
张三2287 61 70 81 70 212
张三6030 93 62 82 79 237
张三1783 79 88 95 87 262
张三2401 94 69 100 87 263
张三5635 78 81 90 83 249
张三824 64 94 74 77 232
张三523 72 82 79 77 233
张三9926 69 86 80 78 235
张三66 75 60 85 73 220
张三1761 88 71 81 80 240
张三5947 80 67 81 76 228
张三2716 84 72 88 81 244
张三5688 99 99 84 94 282
张三571 95 65 91 83 251
张三6772 97 99 62 86 258
张三8739 73 72 88 77 233
张三9353 82 61 65 69 208
张三1132 61 64 93 72 218
张三2276 80 100 79 86 259
张三3643 93 87 87 89 267
张三9641 96 60 63 73 219
张三714 93 98 72 87 263
张三7617 82 81 79 80 242
张三7969 72 64 82 72 218
张三3761 66 82 89 79 237
张三4387 83 90 83 85 256
张三3552 92 79 68 79 239
张三2 64 68 97 76 229
张三1359 91 98 91 93 280
张三7587 87 77 84 82 248
张三5592 100 80 85 88 265
张三9312 97 60 68 75 225
张三243 62 60 74 65 196
张三1856 91 73 94 86 258
张三7553 98 87 94 93 279
张三5937 80 99 72 83 251
张三9026 93 93 95 93 281
张三8742 65 89 72 75 226
张三4526 80 75 92 82 247
张三242 73 64 69 68 206
张三1674 90 80 83 84 253
张三6857 95 93 79 89 267
张三269 93 76 98 89 267
张三8445 97 98 68 87 263
张三8980 85 100 80 88 265
张三7109 60 82 72 71 214
张三4001 72 70 72 71 214
张三8788 90 72 65 75 227
张三1940 80 97 93 90 270
张三1092 99 92 75 88 266
张三1618 71 93 78 80 242
张三3398 62 61 64 62 187
张三2053 76 76 75 75 227
张三7641 77 76 97 83 250
张三6320 62 68 93 74 223
张三798 73 83 78 78 234
张三3528 77 92 66 78 235
张三2551 87 88 99 91 274
张三3651 92 60 61 71 213
张三4075 75 75 91 80 241
张三2410 62 81 81 74 224
张三6463 81 90 82 84 253
张三5963 91 76 83 83 250
张三9731 74 72 89 78 235
张三7615 98 61 74 77 233
张三5910 85 68 95 82 248
张三1273 78 64 79 73 221
张三2179 71 90 79 80 240
张三8883 97 74 72 81 243
张三2528 69 88 83 80 240
张三1558 99 100 66 88 265
张三8920 81 94 62 79 237
张三6648 77 68 92 79 237
张三5433 80 100 98 92 278
张三5449 69 76 80 75 225
张三1366 88 73 81 80 242
张三8812 76 85 96 85 257
张三1762 72 89 74 78 235
张三341 96 79 66 80 241
张三6350 87 79 89 85 255
张三9444 67 96 67 76 230
张三372 72 85 78 78 235
张三8924 78 94 91 87 263
张三3273 95 89 62 82 246
张三4382 67 73 85 75 225
张三3717 91 88 88 89 267
张三5116 74 76 83 77 233
张三1938 88 76 99 87 263
张三8766 80 71 62 71 213
张三2869 87 86 84 85 257
张三4427 79 88 63 76 230
张三6038 73 65 63 67 201
张三1461 74 86 100 86 260
张三721 75 72 73 73 220
张三3719 73 62 99 78 234
张三7305 84 70 74 76 228
张三1419 70 65 95 76 230
张三8350 88 69 64 73 221
张三5394 91 82 98 90 271
张三5331 66 100 91 85 257
张三938 64 90 85 79 239
张三9530 81 81 92 84 254
张三985 72 86 66 74 224
张三8049 97 86 60 81 243
张三838 74 97 99 90 270
张三8433 94 85 74 84 253
张三9174 64 83 70 72 217
张三7875 82 82 97 87 261
张三2559 79 68 85 77 232
张三5473 72 76 83 77 231
张三3206 79 84 65 76 228
张三8524 76 60 77 71 213
张三2167 97 69 72 79 238
张三6326 65 68 81 71 214
张三2740 60 95 74 76 229
张三7474 82 100 92 91 274
张三1270 74 80 62 72 216
张三9110 91 68 75 78 234
张三5095 76 66 66 69 208
张三9115 97 91 67 85 255
张三9858 69 75 97 80 241
张三4726 86 88 100 91 274
张三913 84 71 71 75 226
张三3537 60 81 68 69 209
张三6048 92 92 98 94 282
张三5374 87 86 91 88 264
张三9251 97 70 65 77 232
张三6011 77 87 71 78 235
张三7751 71 72 97 80 240
张三6219 65 77 69 70 211
张三7062 77 71 67 71 215
张三2105 100 64 88 84 252
张三1244 86 96 63 81 245
张三5231 64 78 60 67 202
张三8119 67 79 69 71 215
张三3485 86 77 79 80 242
张三1666 77 94 88 86 259
张三6184 64 69 84 72 217
张三6324 94 70 67 77 231
张三9373 67 98 63 76 228
张三418 69 85 83 79 237
张三9822 87 68 67 74 222
张三8456 62 83 91 78 236
张三8665 79 83 96 86 258
张三4490 71 97 77 81 245
张三8188 97 68 86 83 251
张三1314 74 97 74 81 245
张三7720 87 86 74 82 247
张三2682 80 72 71 74 223
张三7117 96 76 78 83 250
张三8291 89 98 72 86 259
张三8809 98 83 60 80 241
张三3763 95 75 85 85 255
张三1891 70 60 85 71 215
张三342 81 100 97 92 278
张三4230 100 76 80 85 256
张三1528 68 79 85 77 232
张三1065 84 87 90 87 261
张三6390 81 76 63 73 220
张三1085 76 69 93 79 238
张三1771 66 91 66 74 223
张三3447 97 68 62 75 227
张三8122 93 72 90 85 255
张三1722 76 80 60 72 216
张三6177 85 60 90 78 235
张三3247 97 76 82 85 255
张三4217 64 80 87 77 231
张三4843 94 70 65 76 229
张三8126 83 84 77 81 244
张三8397 84 100 97 93 281
张三8983 97 93 69 86 259
张三2271 73 62 72 69 207
张三5409 66 74 87 75 227
张三7021 73 84 60 72 217
张三399 93 82 87 87 262
张三6390 85 65 73 74 223
张三4860 63 84 95 80 242
张三7079 73 65 87 75 225
张三2588 63 69 63 65 195
张三3236 69 60 77 68 206
张三3904 81 100 62 81 243
张三4174 96 94 72 87 262
张三7687 65 80 61 68 206
张三6267 71 73 71 71 215
张三4013 69 80 79 76 228
张三2520 88 62 93 81 243
张三2143 65 84 93 80 242
张三5784 82 74 71 75 227
张三1081 61 73 95 76 229
张三4077 99 84 68 83 251
张三2420 91 84 75 83 250
张三9024 88 81 75 81 244
张三7716 86 95 96 92 277
张三845 88 80 86 84 254
张三5112 65 76 60 67 201
张三5916 98 86 90 91 274
张三2434 61 85 77 74 223
张三5331 96 94 99 96 289
张三6487 84 81 82 82 247
张三5495 82 72 64 72 218
张三783 89 69 83 80 241
张三4170 86 95 63 81 244
张三6427 96 85 71 84 252
张三7993 98 91 69 86 258
张三3370 95 73 95 87 263
张三9918 70 94 74 79 238
张三1792 65 90 83 79 238
张三7575 93 64 85 80 242
张三5801 77 83 66 75 226
张三6004 75 79 63 72 217
张三4200 69 73 64 68 206
张三760 83 97 83 87 263
张三5546 92 83 82 85 257
张三9851 60 65 61 62 186
张三7213 60 61 91 70 212
张三5491 94 66 84 81 244
张三708 85 96 67 82 248
张三9153 88 81 98 89 267
张三7944 95 71 69 78 235
张三5874 78 90 97 88 265
张三5710 72 98 99 89 269
张三6325 69 100 66 78 235
张三8070 61 79 64 68 204
张三7583 73 100 79 84 252
张三8894 76 63 64 67 203
张三6114 62 85 65 70 212
张三9274 76 61 100 79 237
张三8926 100 60 63 74 223
张三7037 91 80 92 87 263
张三1370 94 93 69 85 256
张三8083 63 72 93 76 228
张三2576 93 100 96 96 289
张三1778 92 69 75 78 236
张三1985 85 78 68 77 231
张三5131 76 100 68 81 244
张三2968 60 69 64 64 193
张三2965 65 64 64 64 193
张三1997 87 100 65 84 252
张三3837 84 79 72 78 235
张三4356 72 71 68 70 211
张三3905 86 94 98 92 278
张三9855 74 88 60 74 222
张三3488 61 97 68 75 226
张三4538 75 88 100 87 263
张三3538 98 96 64 86 258
张三6851 97 61 84 80 242
张三1747 66 63 70 66 199
张三9245 63 96 80 79 239
张三524 95 83 95 91 273
张三8711 79 68 68 71 215
张三1565 93 91 95 93 279
张三2188 66 88 89 81 243
张三4238 90 60 93 81 243
张三5359 84 90 86 86 260
张三7517 75 71 60 68 206
张三5779 100 60 92 84 252
张三7685 90 66 76 77 232
张三3835 70 77 98 81 245
张三6542 77 78 76 77 231
张三7505 92 61 82 78 235
张三7327 84 91 66 80 241
张三9385 78 97 81 85 256
张三8105 98 76 70 81 244
张三6978 89 89 71 83 249
张三4821 90 79 62 77 231
张三9708 97 64 96 85 257
张三8770 65 68 95 76 228
张三8639 84 91 86 87 261
张三5681 93 91 74 86 258
张三7375 97 60 93 83 250
张三6185 100 68 89 85 257
张三5128 79 93 66 79 238
张三9840 74 61 61 65 196
张三5406 93 69 73 78 235
张三7487 67 100 72 79 239
张三6327 86 68 88 80 242
张三9136 63 82 74 73 219
张三1012 86 71 90 82 247
张三7113 92 79 82 84 253
张三9052 95 97 77 89 269
张三6708 70 83 61 71 214
张三2504 96 66 92 84 254
张三9031 81 68 99 82 248
张三2422 88 64 60 70 212
张三3312 88 71 89 82 248
张三4363 95 62 90 82 247
张三8384 82 98 78 86 258
张三3885 63 93 63 73 219
张三5542 91 98 61 83 250
张三5476 77 65 86 76 228
张三7548 96 84 90 90 270
张三913 75 70 96 80 241
张三968 66 93 90 83 249
张三5531 75 75 76 75 226
张三1600 80 71 79 76 230
张三3354 69 67 81 72 217
张三5195 82 72 86 80 240
张三4590 60 93 64 72 217
张三8211 95 85 61 80 241
张三1455 98 64 61 74 223
张三5825 100 99 86 95 285
张三805 82 85 76 81 243
张三6933 72 79 94 81 245
张三4547 60 73 69 67 202
张三8344 77 81 76 78 234
张三1317 85 77 82 81 244
张三2927 83 90 86 86 259
张三5392 92 95 75 87 262
张三8913 88 60 69 72 217
张三1310 86 90 61 79 237
张三81 84 79 62 75 225
张三5194 83 74 84 80 241
张三9079 87 91 82 86 260
张三6228 69 88 92 83 249
张三8558 69 70 64 67 203
张三4281 87 87 65 79 239
张三7402 64 81 86 77 231
张三2159 80 80 87 82 247
张三1742 60 96 70 75 226
张三3439 91 84 69 81 244
张三2990 75 79 97 83 251
张三9388 77 79 98 84 254
张三7623 70 67 66 67 203
张三922 90 66 62 72 218
张三5949 60 73 78 70 211
张三4101 67 99 87 84 253
张三9567 62 67 98 75 227
张三117 74 65 66 68 205
张三9755 66 78 66 70 210
张三3267 74 75 75 74 224
张三1521 78 80 78 78 236
张三2879 74 64 99 79 237
张三527 92 93 60 81 245
张三7674 68 77 78 74 223
张三2625 87 100 89 92 276
张三3528 92 89 88 89 269
张三8229 99 71 66 78 236
张三8134 99 83 96 92 278
张三6238 80 85 84 83 249
张三8509 82 81 82 81 245
张三4768 84 79 98 87 261
张三9853 94 76 94 88 264
张三8374 89 87 82 86 258
张三6715 63 97 67 75 227
张三4028 78 60 90 76 228
张三9958 78 69 69 72 216
张三561 87 64 78 76 229
张三5482 73 92 75 80 240
张三8799 84 83 99 88 266
张三3200 86 96 85 89 267
张三2111 96 69 100 88 265
张三7236 97 74 69 80 240
张三9626 67 100 84 83 251
张三809 98 86 91 91 275
张三6795 95 85 82 87 262
张三1812 86 71 70 75 227
张三578 82 73 60 71 215
张三7520 73 61 81 71 215
张三8945 94 71 99 88 264
张三9440 61 79 66 68 206
张三6929 81 63 78 74 222
张三1760 80 66 80 75 226
张三3966 92 64 94 83 250
张三9382 68 60 84 70 212
张三9740 81 64 81 75 226
